cve_id,candidate_commit_sha,candidate_source,evidence_level,candidate_generation_mode,fix_commit_id,patch_family_id,path_before,old_line_start,role,selection_mode,risk_flags,predicted_release_tag_count,suitable_for_judge,included_in_blind_packet,fallback_rank,fallback_recommended,fallback_deprioritized_reason,blind_packet_path,audit_packet_path
CVE-2020-8169,a97d826f6de35372563ca47087bd53ce837fe21e,fallback,fallback,fallback_inventory_anchor,fix-commit:curl:600a8cded447cd7118ed50142c576567c0cf5158,patch-family:5df6241393a284e5f94fcf1d870fae3ac2aa3e2c,tests/data/Makefile.inc,140,missing_guard_target,add_only_semantic_target,add_only_semantic_anchor;fallback_candidate;no_model_anchor;weak_root_cause_binding,1,True,True,3,True,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8169\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8169\judge_audit_packet.json
CVE-2020-8169,fb723fd9d1d2c1acb46e7980b4b35a5fb4d7c355,fallback,fallback,fallback_inventory_anchor,fix-commit:curl:600a8cded447cd7118ed50142c576567c0cf5158,patch-family:5df6241393a284e5f94fcf1d870fae3ac2aa3e2c,tests/data/Makefile.inc,138,missing_guard_target,add_only_semantic_target,add_only_semantic_anchor;fallback_candidate;no_model_anchor;weak_root_cause_binding,3,True,True,4,True,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8169\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8169\judge_audit_packet.json
CVE-2020-8177,4dc8499494dc16bf336c1055f2ae4b78c709c87d,strong,strong,strong_model_anchor,fix-commit:curl:8236aba58542c5f89f1d41ca09d84579efb05e22,patch-family:3422d26f258168154a80a411b9590af0c7802de9,src/tool_getparam.c,503,control_predecessor,add_only_semantic_target,add_only_semantic_anchor,25,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8177\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8177\judge_audit_packet.json
CVE-2020-8177,6b6ba1dc29857f5eb4c31fed3d63619fea99d5f4,strong,strong,strong_model_anchor,fix-commit:curl:8236aba58542c5f89f1d41ca09d84579efb05e22,patch-family:3422d26f258168154a80a411b9590af0c7802de9,src/tool_cb_hdr.c,196,sink,modified_old_side,,14,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8177\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8177\judge_audit_packet.json
CVE-2020-8177,c1c27625c797cfb7b21128484b4990446c1e92d9,strong,strong,strong_model_anchor,fix-commit:curl:8236aba58542c5f89f1d41ca09d84579efb05e22,patch-family:3422d26f258168154a80a411b9590af0c7802de9,src/tool_cb_hdr.c,191,dangerous_use,modified_old_side,,16,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8177\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8177\judge_audit_packet.json
CVE-2020-8231,d021f2e8a0067fc769652f27afec9024c0d02b3d,strong,strong,strong_model_anchor,fix-commit:curl:3c9e021f86872baae412a427e807fbfa2f3e8a22,patch-family:40df9a97a8230e4cf650cfbb4eb8d64766f4d7f8,lib/connect.c,1397,state_declaration,modified_old_side,,62,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8231\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8231\judge_audit_packet.json
CVE-2020-8231,07cb27c98e92649e74a312faf976271fa7da609c,strong,strong,strong_model_anchor,fix-commit:curl:3c9e021f86872baae412a427e807fbfa2f3e8a22,patch-family:40df9a97a8230e4cf650cfbb4eb8d64766f4d7f8,lib/multi.c,680,dangerous_use,modified_old_side,,21,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8231\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-8231\judge_audit_packet.json
CVE-2020-11984,99c59e098103ccf13b833281ec08493e042dfee0,strong,strong,strong_model_anchor,fix-commit:httpd:0c543e3f5b3881d515d6235f152aacaaaf3aba72,patch-family:8fc00a5e33dded47386e9ebf6fd301f01f062b33,modules/proxy/mod_proxy_uwsgi.c,199,state_declaration,modified_old_side,non_release_tag_noise,14,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11984\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11984\judge_audit_packet.json
CVE-2020-11984,23394f444cc73d6b01af5a8109f79c156a26607c,strong,strong,strong_model_anchor,fix-commit:httpd:fb08e475bf322f081665fa6f9d9e346136df9337,patch-family:3e9c8c68fd79db527a4b839a639c3b279753f0bf,modules/proxy/mod_proxy_uwsgi.c,139,state_declaration,modified_old_side,non_release_tag_noise,0,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11984\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11984\judge_audit_packet.json
CVE-2020-11984,da54e90ddaa01c02a68fda8dc08004c97cb4aa2b,strong,strong,strong_model_anchor,fix-commit:httpd:fb08e475bf322f081665fa6f9d9e346136df9337,patch-family:3e9c8c68fd79db527a4b839a639c3b279753f0bf,modules/proxy/mod_proxy_uwsgi.c,201,dangerous_use,direct_deleted_line,non_release_tag_noise,0,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11984\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11984\judge_audit_packet.json
CVE-2020-11985,f3f2abdb9eddec36f839ce870a32f6d6916fe49d,strong,strong,strong_model_anchor,fix-commit:httpd:d0c4af10ab713734de906b5634cfc15cd370fdf4,patch-family:c761b9a0ec03d2395cdf9348396b7dd304535ce0,modules/metadata/mod_remoteip.c,258,state_declaration,modified_old_side,,25,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11985\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11985\judge_audit_packet.json
CVE-2020-11993,c671673db96e286e2321d5babf05c767cb76a1ef,strong,strong,strong_model_anchor,fix-commit:httpd:971fc8f5b5d664ddeb5d22f8adef2137c7980fc7,patch-family:44c75b044819f6f4c01412966ffcca1e46de9357,modules/http2/h2_stream.c,695,dangerous_use,modified_old_side,non_release_tag_noise,0,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11993\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11993\judge_audit_packet.json
CVE-2022-0171,f922bd9bf33bd5a8c6694927f010f32127810fbf,strong,strong,strong_model_anchor,fix-commit:linux:683412ccf61294d727ead4a73d97397396e69a6b,patch-family:4fc3234465fe437858e7bd316f157c8659583062,virt/kvm/kvm_main.c,680,state_declaration,context_fallback,add_only_semantic_anchor;non_release_tag_noise,5,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0171\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0171\judge_audit_packet.json
CVE-2022-0171,8931a454aea03bab21b3b8fcdc94f674eebd1c5d,strong,strong,strong_model_anchor,fix-commit:linux:683412ccf61294d727ead4a73d97397396e69a6b,patch-family:4fc3234465fe437858e7bd316f157c8659583062,virt/kvm/kvm_main.c,581,control_predecessor,modified_old_side,non_release_tag_noise,5,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0171\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0171\judge_audit_packet.json
CVE-2022-0185,3e1aeb00e6d132efc151dacc062b38269bc9eccc,strong,strong,strong_model_anchor,fix-commit:linux:722d94847de29310e8aa03fcbdb41fc92c521756,patch-family:e5daa8ad9dbb10e99424dde458b1fbd5583662e7,fs/fs_context.c,551,dangerous_use,modified_old_side,non_release_tag_noise,16,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0185\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0185\judge_audit_packet.json
CVE-2022-0264,37086bfdc737ea6f66bf68dcf16757004d68e1e1,strong,strong,strong_model_anchor,fix-commit:linux:7d3baf0afa3aa9102d6a521a8e4c41888bb79882,patch-family:70cfe6dc57ca83ca84d82fd0e6500c2e483cf6aa,kernel/bpf/verifier.c,4589,dangerous_use,modified_old_side,non_release_tag_noise,4,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0264\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0264\judge_audit_packet.json
CVE-2022-0286,bdfd2d1fa79acd03e18d1683419572f3682b39fd,strong,strong,strong_model_anchor,fix-commit:linux:105cd17a866017b45f3c45901b394c711c97bf40,patch-family:044eff6fd004b8acceaf424f9a04c6a8b8ab3282,drivers/net/bonding/bond_main.c,414,sink,add_only_semantic_target,add_only_semantic_anchor;non_release_tag_noise,5,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0286\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0286\judge_audit_packet.json
CVE-2022-0286,f548a476268d621846bb0146af861bb56250ae37,strong,strong,strong_model_anchor,fix-commit:linux:105cd17a866017b45f3c45901b394c711c97bf40,patch-family:044eff6fd004b8acceaf424f9a04c6a8b8ab3282,drivers/net/bonding/bond_main.c,413,data_source,add_only_semantic_target,add_only_semantic_anchor;non_release_tag_noise,5,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0286\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0286\judge_audit_packet.json
CVE-2022-0322,cc16f00f6529aa2378f2b949a6f68e9dc6dec363,strong,strong,strong_model_anchor,fix-commit:linux:a2d859e3fc97e79d907761550dbc03ff1b36479c,patch-family:2885f259faf41281b2e1862bd21b4f4ab5f2b25d,net/sctp/sm_make_chunk.c,3700,dangerous_use,modified_old_side,non_release_tag_noise,25,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0322\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0322\judge_audit_packet.json
CVE-2022-0433,6fdc348006fe2c8f0765f6eecf2e3cbab06c60b5,fallback,fallback,fallback_inventory_anchor,fix-commit:linux:3ccdcee28415c4226de05438b4d89eb5514edf73,patch-family:3e09dfa624d24bd03b3c3df778a4c3d8b5076679,kernel/bpf/bloom_filter.c,197,missing_guard_target,add_only_semantic_target,add_only_semantic_anchor;fallback_candidate;no_model_anchor;non_release_tag_noise;weak_root_cause_binding,1,True,True,1,True,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0433\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0433\judge_audit_packet.json
CVE-2022-0433,9330986c03006ab1d33d243b7cfe598a7a3c1baa,fallback,fallback,fallback_inventory_anchor,fix-commit:linux:3ccdcee28415c4226de05438b4d89eb5514edf73,patch-family:3e09dfa624d24bd03b3c3df778a4c3d8b5076679,kernel/bpf/bloom_filter.c,86,missing_guard_target,add_only_semantic_target,add_only_semantic_anchor;broad_candidate_range;fallback_candidate;no_model_anchor;non_release_tag_noise;weak_root_cause_binding,1,True,True,2,True,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0433\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0433\judge_audit_packet.json
CVE-2022-0433,ad10c381d133d9f786564bff4b223be1372f6c2a,fallback,fallback,fallback_inventory_anchor,fix-commit:linux:3ccdcee28415c4226de05438b4d89eb5514edf73,patch-family:3e09dfa624d24bd03b3c3df778a4c3d8b5076679,kernel/bpf/bloom_filter.c,83,missing_guard_target,add_only_semantic_target,add_only_semantic_anchor;broad_candidate_range;fallback_candidate;no_model_anchor;non_release_tag_noise;weak_root_cause_binding,1,True,True,3,True,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0433\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2022-0433\judge_audit_packet.json
CVE-2020-15389,055d429ae11ad98dfd3dc68d188ec538588d805c,strong,strong,strong_model_anchor,fix-commit:openjpeg:e8e258ab049240c2dd1f1051b4e773b21e2d3dc0,patch-family:a2a3f092757e5b66181cf24d8570cf13188a93a4,src/bin/jp2/opj_decompress.c,1320,state_declaration,direct_deleted_line,non_release_tag_noise,8,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-15389\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-15389\judge_audit_packet.json
CVE-2020-15389,028088f5f077b6cc666f8152736398df68ec239b,strong,strong,strong_model_anchor,fix-commit:openjpeg:e8e258ab049240c2dd1f1051b4e773b21e2d3dc0,patch-family:a2a3f092757e5b66181cf24d8570cf13188a93a4,src/bin/jp2/opj_decompress.c,1322,state_declaration,direct_deleted_line,non_release_tag_noise,8,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-15389\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-15389\judge_audit_packet.json
CVE-2020-15389,27e255fa75b7b9e989de3ec379c9de2b7462983b,strong,strong,strong_model_anchor,fix-commit:openjpeg:e8e258ab049240c2dd1f1051b4e773b21e2d3dc0,patch-family:a2a3f092757e5b66181cf24d8570cf13188a93a4,src/bin/jp2/opj_decompress.c,1319,state_declaration,direct_deleted_line,non_release_tag_noise,8,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-15389\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-15389\judge_audit_packet.json
CVE-2020-27814,649298dcf84b2f20cfe458d887c1591db47372a6,fallback,fallback,fallback_equivalent_fix_anchor,fix-commit:openjpeg:4ce7d285a55d29b79880d0566d4b010fe1907aa9,patch-family:f404b8331fcf311431dfbb2e110307241c5267e2,src/lib/openjp2/tcd.c,1253,dangerous_use,modified_old_side,fallback_candidate;no_model_anchor;weak_root_cause_binding,0,True,True,1,True,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-27814\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-27814\judge_audit_packet.json
CVE-2020-27823,563bd8499e63db976ca8358216138647593354bc,strong,strong,strong_model_anchor,fix-commit:openjpeg:b2072402b7e14d22bba6fb8cde2a1e9996e9a919,patch-family:a6e41f1bd2e7a33109ccf02a9626648e307542d6,src/bin/jp2/convertpng.c,226,dangerous_use,modified_old_side,,3,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-27823\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-27823\judge_audit_packet.json
CVE-2020-1967,604ba26560ca71bf8a1c127da96727b5b2b077e1,strong,strong,strong_model_anchor,fix-commit:openssl:eb563247aef3e83dda7679c43f9649270462e5b1,patch-family:1e44ef64775a09ce663534955a58fd620499953f,ssl/t1_lib.c,2133,dangerous_use,modified_old_side,,3,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-1967\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-1967\judge_audit_packet.json
CVE-2020-1971,c7235be6e36c4bef84594aa3b2f0561db84b63d8,fallback,fallback,fallback_inventory_anchor,fix-commit:openssl:f960d81215ebf3f65e03d4d5d857fb9b666d6920,patch-family:5aba395cf9b4b17cf010e9893cfff8f81ee3aa03,crypto/x509v3/v3_genn.c,71,dangerous_use,modified_old_side,add_only_semantic_anchor;fallback_candidate;no_model_anchor;non_release_tag_noise;weak_root_cause_binding,145,True,True,1,True,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-1971\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-1971\judge_audit_packet.json
CVE-2020-1971,f4cc56f494b3f42642ea3b322e57737da80f889a,fallback,fallback,fallback_inventory_anchor,fix-commit:openssl:f960d81215ebf3f65e03d4d5d857fb9b666d6920,patch-family:5aba395cf9b4b17cf010e9893cfff8f81ee3aa03,crypto/x509v3/v3_genn.c,119,dangerous_use,modified_old_side,fallback_candidate;no_model_anchor;non_release_tag_noise;weak_root_cause_binding,145,True,True,2,True,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-1971\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-1971\judge_audit_packet.json
CVE-2021-23840,be06a9348d83187071270a29aabfe10cc3904f85,strong,strong,strong_model_anchor,fix-commit:openssl:6a51b9e1d0cf0bf8515f7201b68fb0a3482b3dc1,patch-family:e82d081c5ac49e764ed954f23ebb25c63a638794,crypto/evp/evp_enc.c,450,state_declaration,add_only_semantic_target,add_only_semantic_anchor;non_release_tag_noise;release_line_overreach,198,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2021-23840\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2021-23840\judge_audit_packet.json
CVE-2021-23840,fa75ee1aecda0da96216440aa4ea91d4a17e8244,strong,strong,strong_model_anchor,fix-commit:openssl:6a51b9e1d0cf0bf8515f7201b68fb0a3482b3dc1,patch-family:e82d081c5ac49e764ed954f23ebb25c63a638794,crypto/evp/evp_enc.c,298,state_declaration,add_only_semantic_target,add_only_semantic_anchor;non_release_tag_noise;release_line_overreach,8,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2021-23840\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2021-23840\judge_audit_packet.json
CVE-2020-10702,990870b205ddfdba3fd3c1321e6083005ef59d1a,strong,strong,strong_model_anchor,fix-commit:qemu:de0b1bae6461f67243282555475f88b2384a1eb9,patch-family:daf528076df402bd9a37d79f2df1138fbaf36ece,target/arm/pauth_helper.c,107,dangerous_use,modified_old_side,non_release_tag_noise;release_line_overreach,6,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-10702\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-10702\judge_audit_packet.json
CVE-2020-11869,584acf34cb05f16e13a46d666196a7583d232616,strong,strong,strong_model_anchor,fix-commit:qemu:ac2071c3791b67fc7af78b8ceb320c01ca1b5df7,patch-family:34d93ed88f602af1c87bd9d93a0d8c8c13081390,hw/display/ati_2d.c,56,state_declaration,modified_old_side,non_release_tag_noise;release_line_overreach,4,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11869\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11869\judge_audit_packet.json
CVE-2020-11869,862b4a291dcf143fdb227e97feb7fd45e6466aca,strong,strong,strong_model_anchor,fix-commit:qemu:ac2071c3791b67fc7af78b8ceb320c01ca1b5df7,patch-family:34d93ed88f602af1c87bd9d93a0d8c8c13081390,hw/display/ati_2d.c,140,dangerous_use,modified_old_side,non_release_tag_noise;release_line_overreach,6,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11869\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11869\judge_audit_packet.json
CVE-2020-11947,983924532f61091fd90d1f2fafa4aa938c414dbb,strong,strong,strong_model_anchor,fix-commit:qemu:ff0507c239a246fd7215b31c5658fc6a3ee1e4c5,patch-family:4aea01e3050e815edcae6e41c47f64276bff765b,block/iscsi.c,995,dangerous_use,modified_old_side,non_release_tag_noise,64,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11947\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11947\judge_audit_packet.json
CVE-2020-11647,01f7356f85d33567a25e722e6488addd72ff64d4,strong,strong,strong_model_anchor,fix-commit:wireshark:6f56fc9496db158218243ea87e3660c874a0bab0,patch-family:971abb7cf5da985d1b94d5512aae4a13c5024eb1,epan/dissectors/packet-bacapp.c,14074,data_source,add_only_semantic_target,add_only_semantic_anchor;non_release_tag_noise;release_line_overreach,370,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11647\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11647\judge_audit_packet.json
CVE-2020-11647,63e31768817d2cfdbaeba77f73c85f5eb98dd1ff,strong,strong,strong_model_anchor,fix-commit:wireshark:6f56fc9496db158218243ea87e3660c874a0bab0,patch-family:971abb7cf5da985d1b94d5512aae4a13c5024eb1,epan/dissectors/packet-bacapp.c,7990,control_predecessor,add_only_semantic_target,add_only_semantic_anchor;non_release_tag_noise;release_line_overreach,525,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11647\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11647\judge_audit_packet.json
CVE-2020-11647,809fb769b4b903c1f1e003dcd24e7ab1b15402e8,strong,strong,strong_model_anchor,fix-commit:wireshark:6f56fc9496db158218243ea87e3660c874a0bab0,patch-family:971abb7cf5da985d1b94d5512aae4a13c5024eb1,epan/dissectors/packet-bacapp.c,7972,recursion_entry,add_only_semantic_target,add_only_semantic_anchor;non_release_tag_noise;release_line_overreach,569,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11647\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-11647\judge_audit_packet.json
CVE-2020-13164,354b4b74d08fbafe23c7929f1f68eb4c84df4e2f,strong,strong,strong_model_anchor,fix-commit:wireshark:e6e98eab8e5e0bbc982cfdc808f2469d7cab6c5a,patch-family:705489e4a21db9f468760237918f907ea21e499a,epan/dissectors/packet-nfs.c,1281,recursion_entry,modified_old_side,non_release_tag_noise;release_line_overreach,648,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-13164\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-13164\judge_audit_packet.json
CVE-2020-13164,c38eb2f027ace5a85007fb67084d2fa927467540,strong,strong,strong_model_anchor,fix-commit:wireshark:e6e98eab8e5e0bbc982cfdc808f2469d7cab6c5a,patch-family:705489e4a21db9f468760237918f907ea21e499a,epan/dissectors/packet-nfs.c,1204,control_predecessor,modified_old_side,non_release_tag_noise;release_line_overreach,574,True,True,,False,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-13164\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-13164\judge_audit_packet.json
CVE-2020-15466,babe895d3a0d16346c500e397661c3fc580ee7e6,fallback,fallback,fallback_inventory_anchor,fix-commit:wireshark:11f40896b696e4e8c7f8b2ad96028404a83a51a4,patch-family:7c9b3f5ba21d60004ecff0be24d9ef8c27c205ff,epan/dissectors/packet-gvcp.c,2035,dangerous_use,modified_old_side,fallback_candidate;no_model_anchor;non_release_tag_noise;weak_root_cause_binding,434,True,True,1,True,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-15466\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-15466\judge_audit_packet.json
CVE-2020-15466,e7e4dc5d98869f91af3e649324d726217b2a8861,fallback,fallback,fallback_inventory_anchor,fix-commit:wireshark:11f40896b696e4e8c7f8b2ad96028404a83a51a4,patch-family:7c9b3f5ba21d60004ecff0be24d9ef8c27c205ff,epan/dissectors/packet-gvcp.c,2020,dangerous_use,modified_old_side,fallback_candidate;no_model_anchor;non_release_tag_noise;weak_root_cause_binding,278,True,True,2,True,,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-15466\judge_blind_input_packet.json,runs\batches\vulngraph-judge-input-hardening-v1-30-p0-fix\CVE-2020-15466\judge_audit_packet.json
